index,subject,verb,object,start,end,subj_dep,subj_tag,obj_dep,obj_tag,Document,clean_verbs,clean_objs
390172,courts,to order,patients,1126,1143,nsubj,NNS,dobj,NNS,11291,order,patient
390228,gun control,protects,man,192,199,nsubj,NN,dobj,NN,11292,protect,man
390317,which,killed,miners,691,706,nsubj,WDT,dobj,NNS,11295,kill,miner
390499,who,likes,girls,882,885,nsubj,WP,dobj,NNS,11301,like,girl
390711,any,are warning,doctors,84,116,nsubj,DT,dobj,NNS,11306,warn,doctor
390714,world health organization,are warning,doctors,84,116,conj,NNP,dobj,NNS,11306,warn,doctor
390717,outfit,are warning,doctors,84,116,conj,NN,dobj,NNS,11306,warn,doctor
390777,efforts,have led,authorities,371,375,nsubj,NNS,dobj,NNS,11307,lead,authority
390803,us,leads,peers,191,236,nsubj,NNP,dobj,NNS,11308,lead,peer
391034,who,helps,patients,132,147,nsubj,WP,dobj,NNS,11313,help,patient
391061,we,need,babies,1372,1389,nsubj,PRP,dobj,NNS,11313,need,baby
391063,her,kill,baby,1413,1448,nsubj,PRP,dobj,NN,11313,kill,baby
391098,people,would follow,patients,2331,2334,nsubj,NNS,dobj,NNS,11313,follow,patient
391110,they,might assist,doctor,2739,2743,nsubj,PRP,dobj,NN,11313,assist,doctor
391138,they,can hire,lawyer,673,678,nsubj,PRP,dobj,NN,11314,hire,lawyer
391354,he,fought,champion,317,335,nsubj,PRP,dobj,NN,11321,fight,champion
391360,johnson,liked,women,632,646,nsubj,NNP,dobj,NNS,11321,like,woman
391361,he,had dated,women,648,660,nsubj,PRP,dobj,NNS,11321,date,woman
391363,he,married,woman,709,721,nsubj,PRP,dobj,NN,11321,marry,woman
391436,states,ban,prisoners,611,616,nsubj,NNS,dobj,NNS,11324,ban,prisoner
391484,writer,loves,doctor,1209,1218,nsubj,NN,dobj,NNP,11325,love,doctor
391490,you,can embrace,angels,1369,1374,nsubj,PRP,dobj,NNS,11325,embrace,angel
391493,episodes,have invited,doctor,1460,1465,nsubj,NNS,dobj,NNP,11325,invite,doctor
391543,qaeda,killed,americans,137,152,nsubj,NNP,dobj,NNPS,11327,kill,american
391676,i,love,woman,1942,1956,nsubj,PRP,dobj,NN,11329,love,woman
391727,society,approaches,girls,178,196,nsubj,NN,dobj,NNS,11330,approach,girl
391729,you,will threaten,man,225,230,nsubj,PRP,dobj,NN,11330,threaten,man
391761,many,have vexed,liberals,650,671,nsubj,JJ,dobj,NNS,11331,vex,liberal
391925,democrats,to seize,ground,3571,3592,nsubj,NNS,dobj,NN,11335,seize,grind
391957,he,urged,americans,737,741,nsubj,PRP,dobj,NNPS,11336,urge,american
392123,he,would anger,leaders,1868,1887,nsubj,PRP,dobj,NNS,11338,anger,leader
392785,it,'s admitted,students,878,892,nsubjpass,PRP,dobj,NNS,11354,admit,student
392805,companies,not mislead,customers,259,266,nsubj,NNS,dobj,NNS,11355,mislead,customer
392882,he,urged,americans,448,458,nsubj,PRP,dobj,NNPS,11358,urge,american
392923,american values survey,asked,americans,75,94,nsubj,NNP,dobj,NNPS,11359,ask,american
392926,american values survey,asked,americans,332,343,nsubj,NNP,dobj,NNPS,11359,ask,american
393355,team,asked,judge,117,123,nsubj,NN,dobj,NN,11370,ask,judge
393427,income tax,could deter,mothers,1374,1396,nsubj,NN,dobj,NNS,11371,deter,mother
393429,it,leaves,adults,1374,1432,nsubj,PRP,dobj,NNS,11371,leave,adult
393478,that,offend,americans,1366,1372,nsubj,WDT,dobj,NNPS,11372,offend,american
393498,they,accepted,immigrants,1854,1864,nsubj,PRP,dobj,NNS,11372,accept,immigrant
393688,attack,kill,person,1146,1152,nsubj,NN,dobj,NN,11376,kill,person
393694,isis,invite,journalists,1350,1371,nsubj,NNP,dobj,NNS,11376,invite,journalist
393923,soufan group,identified,fighters,92,103,nsubj,NNP,dobj,NNS,11383,identify,fighter
393924,report,finds,fighters,158,166,nsubj,NN,dobj,NNS,11383,find,fighter
394022,he,convinced,wife,1265,1291,nsubj,PRP,dobj,NN,11385,convince,wife
394135,that,alienates,christians,213,240,nsubj,WDT,dobj,NNPS,11391,alienate,christian
394223,we,ban,muslims,285,300,nsubj,PRP,dobj,NNPS,11394,ban,muslim
394412,that,'s led,americans,290,305,nsubjpass,WDT,dobj,NNPS,11399,lead,american
394436,american values survey,asked,americans,192,211,nsubj,NNP,dobj,NNPS,11400,ask,american
394527,they,find,host,14,28,nsubj,PRP,dobj,NN,11403,find,host
394586,we,should ban,muslims,413,422,nsubj,PRP,dobj,NNPS,11404,ban,muslim
394648,dear,interrupted,lawyer,63,66,nsubj,NNP,dobj,NN,11406,interrupt,lawyer
394710,that,sickened,students,85,101,nsubj,WDT,dobj,NNS,11409,sicken,student
394844,standing,has forced,republicans,2234,2245,nsubj,NN,dobj,NNPS,11411,force,republican
394953,university,to admit,blacks,417,440,nsubj,NNP,dobj,NNS,11417,admit,black
394967,it,cut,students,931,950,nsubj,PRP,dobj,NNS,11417,cut,student
394973,universities,admit,students,1215,1221,nsubj,NNS,dobj,NNS,11417,admit,student
394997,we,don't ask,priests,558,570,nsubj,PRP,dobj,NNS,11418,ask,priest
395197,they,trust,liberals,1731,1745,nsubj,PRP,dobj,NNS,11423,trust,liberal
395225,activists,have pushed,prosecutors,164,167,nsubj,NNS,dobj,NNS,11425,push,prosecutor
395272,researchers,studied,police officers,1454,1480,nsubj,NNS,dobj,NNS,11425,study,police officer
395276,researchers,interviewed,college students,1547,1560,nsubj,NNS,dobj,NNS,11425,interview,college student
395738,that,worships,gods,1060,1082,nsubj,WDT,dobj,NNS,11434,worship,god
395757,states,evaluate,teachers,539,545,nsubj,NNS,dobj,NNS,11435,evaluate,teacher
395762,states,evaluate,teachers,624,630,nsubj,NNS,dobj,NNS,11435,evaluate,teacher
395793,student succeeds act,forbids,secretary,1421,1429,nsubj,NNP,dobj,NNP,11435,forbid,secretary
396015,they,banned,employees,1100,1104,nsubj,PRP,dobj,NNS,11441,ban,employee
396027,stephen colbert,welcomed,friend,0,9,nsubj,NNP,dobj,NN,11442,welcome,friend
396073,holtzclaw,abused,authority,735,743,nsubj,NNP,dobj,NN,11444,abuse,authority
396107,system,has not protected,women,1776,1787,nsubj,NN,dobj,NNS,11444,protect,woman
396198,they,kill,kids,497,547,nsubj,PRP,dobj,NNS,11452,kill,kid
396229,analogy,is denying,person,284,290,nsubj,NN,dobj,NN,11454,deny,person
396243,chipotle,would have served,customers,191,207,nsubj,NNP,dobj,NNS,11455,serve,customer
396335,ground game,was angering,republicans,143,164,nsubj,NN,dobj,NNPS,11459,anger,republican
396420,he,chose,victims,107,114,nsubj,PRP,dobj,NNS,11461,choose,victim
396682,police,may hold,suspects,129,136,nsubj,NNS,dobj,NNS,11466,hold,suspect
396683,prosecutors,may hold,suspects,129,136,conj,NNS,dobj,NNS,11466,hold,suspect
396724,cruz,persuade,republicans,629,642,nsubj,NNP,dobj,NNPS,11467,persuade,republican
396768,many,hurt,women,1180,1223,nsubj,JJ,dobj,NNS,11468,hurt,woman
396872,discontent,led,voters,147,170,nsubj,NN,dobj,NNS,11471,lead,voter
396900,all,is pushing,scientists,230,241,nsubj,DT,dobj,NNS,11473,push,scientist
396938,elizabeth warren,may annoy,leaders,513,518,nsubj,NNP,dobj,NNS,11474,annoy,leader
396978,that,enraged,republicans,539,546,nsubj,WDT,dobj,NNPS,11475,enrage,republican
397181,that,may surprise,americans,0,25,nsubj,WDT,dobj,NNPS,11481,surprise,american
397377,experiment,asked,voters,365,369,nsubj,NN,dobj,NNS,11487,ask,voter
397461,trump,mocked,rivals,345,349,nsubj,NNP,dobj,NNS,11489,mock,rival
397819,police,should have called,medics,893,912,nsubj,NNS,dobj,NNS,11496,call,medic
398171,cable tv industry,charge,customers,675,694,nsubj,NN,dobj,NNS,11507,charge,customer
398180,comcast,can’t please,customers,855,862,nsubj,NNP,dobj,NNS,11507,please,customer
398370,football,forced,president,43,54,nsubj,NN,dobj,NN,11512,force,president
398372,hunger strike,forced,president,43,54,conj,NN,dobj,NN,11512,force,president
398385,kansas city star,interviewed,president,238,246,nsubj,NNP,dobj,NN,11512,interview,president
398524,nber team,identified,scientists,174,182,nsubj,NN,dobj,NNS,11518,identify,scientist
398577,revolution,inspired,muslims,179,199,nsubj,NN,dobj,NNPS,11521,inspire,muslim
398592,shi’ites,defied,authority,646,657,nsubj,NNS,dobj,NN,11521,defy,authority
398798,water,poisoned,children,0,11,nsubj,NN,dobj,NNS,11529,poison,child
398801,flint,poisoned,children,176,180,nsubj,NNP,dobj,NNS,11529,poison,child
398845,experiment,exposed,children,1494,1510,nsubj,NN,dobj,NNS,11529,expose,child
398883,government,killed,muslims,54,66,nsubj,NN,dobj,NNPS,11534,kill,muslim
398936,i,have buried,child,111,115,nsubj,PRP,dobj,NN,11537,bury,child
399003,terrorism,killed,americans,95,101,nsubj,NN,dobj,NNPS,11541,kill,american
399108,they,need,supporters,232,236,nsubj,PRP,dobj,NNS,11544,need,supporter
399275,that,would kill,children,3047,3056,nsubj,WDT,dobj,NNS,11546,kill,child
399395,who,have excited,voters,704,712,nsubj,WP,dobj,NNS,11550,excite,voter
399783,use,helped,patients,850,885,nsubj,NN,dobj,NNS,11561,help,patient
399850,they,don't like,friends,922,954,nsubj,PRP,dobj,NNS,11563,like,friend
399945,they,loathe,fathers,2182,2186,nsubj,PRP,dobj,NNPS,11565,loathe,father
399992,that,nudge,consumers,271,296,nsubj,WDT,dobj,NNS,11566,nudge,consumer
400086,which,advised,republicans,2126,2153,nsubj,WDT,dobj,NNS,11567,advise,republican
400192,you,understand,philosopher,153,164,nsubj,PRP,dobj,NN,11572,understand,philosopher
400214,they,asked,judges,592,597,nsubj,PRP,dobj,NNS,11572,ask,judge
400268,we,worship,god,60,72,nsubj,PRP,dobj,NNP,11574,worship,god
400272,we,worship,god,109,122,nsubj,PRP,dobj,NNP,11574,worship,god
400274,they,worship,god,173,183,nsubj,PRP,dobj,NNP,11574,worship,god
400278,media movement,urged,women,214,237,nsubj,NN,dobj,NNS,11574,urge,woman
400285,she,wouldn't offend,muslims,276,298,nsubj,PRP,dobj,NNPS,11574,offend,muslim
400287,i,don't love,neighbor,315,321,nsubj,PRP,dobj,NN,11574,love,neighbor
400288,i,love,neighbor,329,333,nsubj,PRP,dobj,NN,11574,love,neighbor
400309,muslims,worship,god,791,823,nsubj,NNPS,dobj,NN,11574,worship,god
400310,jews,worship,god,791,823,conj,NNPS,dobj,NN,11574,worship,god
400311,christians,worship,god,791,823,conj,NNPS,dobj,NN,11574,worship,god
400329,leaders,are encouraging,christians,1232,1251,nsubj,NNS,dobj,NNPS,11574,encourage,christian
400333,muslims,worship,god,1314,1344,nsubj,NNPS,dobj,NN,11574,worship,god
400334,christians,worship,god,1314,1344,conj,NNPS,dobj,NN,11574,worship,god
400336,christianity,do not worship,god,1383,1415,nsubj,NNP,dobj,NN,11574,worship,god
400337,islam,do not worship,god,1383,1415,conj,NNP,dobj,NN,11574,worship,god
400440,christians,worship,god,1006,1030,nsubj,NNPS,dobj,NNP,11577,worship,god
400441,muslims,worship,god,1006,1030,conj,NNPS,dobj,NNP,11577,worship,god
400525,they,'ll convince,americans,940,968,nsubj,PRP,dobj,NNPS,11580,convince,american
400607,officers,shot,man,76,87,nsubj,NNS,dobj,NN,11583,shoot,man
400677,anger,has adopted,mayor,2165,2182,nsubj,NN,dobj,NN,11583,adopt,mayor
400697,shkreli,dismisses,opponents,294,298,nsubj,VBN,dobj,NNS,11584,dismiss,opponent
400785,i,avoided,survivor,52,60,nsubj,PRP,dobj,NNP,11587,avoid,survivor
400794,who,had studied,survivor,275,306,nsubj,WP,dobj,NNP,11587,study,survivor
400830,officials,arrested,entrepreneur,53,60,nsubj,NNS,dobj,NN,11589,arrest,entrepreneur
400977,snowden revelations,shocked,americans,1465,1485,nsubj,VBZ,dobj,NNPS,11591,shock,american
401409,you,believe,guys,644,648,nsubj,PRP,dobj,NNS,11603,believe,guy
401464,luke skywalker,to abandon,daughter,1058,1076,nsubj,NNP,dobj,NN,11604,abandon,daughter
401594,that,will kill,enemy,1102,1124,nsubj,WDT,dobj,NN,11606,kill,enemy
401602,this,has led,fans,1318,1321,nsubj,DT,dobj,NNS,11606,lead,fan
401705,worksheet,asked,students,90,93,nsubj,NN,dobj,NNS,11609,ask,student
401726,who,fear,muslims,731,764,nsubj,WP,dobj,NNPS,11609,fear,muslim
401833,poverty,kills,women,344,359,nsubj,NN,dobj,NNS,11613,kill,woman
401861,that,kills,journalists,139,152,nsubj,WDT,dobj,NNS,11614,kill,journalist
401865,he,kills,journalists,204,210,nsubj,PRP,dobj,NNS,11614,kill,journalist
402113,who,kills,journalists,26,46,nsubj,WP,dobj,NNS,11625,kill,journalist
402127,we,need,president,649,663,nsubj,PRP,dobj,NN,11625,need,president
402129,he,called,terrorists,649,689,nsubj,PRP,dobj,NNS,11625,call,terrorist
402181,he,had killed,father,670,677,nsubj,PRP,dobj,NN,11627,kill,father
402387,i,convert,fans,1339,1368,nsubj,PRP,dobj,NNS,11632,convert,fan
402527,we,hate,muslims,309,313,nsubj,PRP,dobj,NNPS,11640,hate,muslim
402565,labor unions,had joined,workers,255,265,nsubj,NNS,dobj,NNPS,11644,join,worker
402675,them,to lift,citizens,1070,1111,nsubj,PRP,dobj,NNS,11649,lift,citizen
402913,he,confronted,employee,650,656,nsubj,PRP,dobj,NN,11656,confront,employee
402920,staff fitzgibbon,harassed,clients,963,974,nsubj,NNP,dobj,NNS,11656,harass,client
402947,norms,can hold,women,1607,1622,nsubj,NNS,dobj,NNS,11656,hold,woman
403067,he,idolizes,grandfather,1214,1226,nsubj,PRP,dobj,NN,11658,idolize,grandfather
403123,fifa,will elect,president,780,785,nsubj,NNP,dobj,NN,11659,elect,president
403127,that,may encourage,kids,153,176,nsubj,WDT,dobj,NNS,11660,encourage,kid
403217,us,trained,terrorists,1283,1333,nsubj,NNP,dobj,NNS,11662,train,terrorist
403294,that,will convince,allies,836,890,nsubj,WDT,dobj,NNS,11665,convince,ally
403420,that,will allow,men,141,156,nsubj,WDT,dobj,NNS,11668,allow,man
403445,it,excludes,men,992,995,nsubj,PRP,dobj,NNS,11668,exclude,man
403543,we,hate,muslims,464,468,nsubj,PRP,dobj,NNPS,11672,hate,muslim
403577,years,have left,voters,240,250,nsubj,NNS,dobj,NNS,11673,leave,voter
403601,pollsters,interviewed,voters,96,101,nsubj,NNS,dobj,NNS,11675,interview,voter
403613,that,lead,interviewers,315,330,nsubj,WDT,dobj,NNS,11675,lead,interviewer
403634,correctness,is holding,voters,861,884,nsubj,NN,dobj,NNS,11675,hold,voter
403811,nobody,is accusing,brothers,1103,1108,nsubj,NN,dobj,NNPS,11682,accuse,brother
403927,you,can use,principal,2931,2954,nsubj,PRP,dobj,NN,11683,use,principal
404103,experiences,helped lead,americans,1874,1903,nsubj,NNS,dobj,NNPS,11687,lead,american
404127,gas lines,angered,americans,2738,2742,nsubj,NNS,dobj,NNPS,11687,anger,american
404135,students,captured,hostages,2888,2896,nsubj,NNS,dobj,NNS,11687,capture,hostage
404376,rappers killer mike,have joined,scholars,237,257,nsubj,NNP,dobj,NNS,11694,join,scholar
404378,artists,have joined,scholars,237,257,conj,NNS,dobj,NNS,11694,join,scholar
404403,we,reward,artists,1006,1014,nsubj,PRP,dobj,NNS,11694,reward,artist
404474,america,hates,muslims,774,799,nsubj,NNP,dobj,NNPS,11696,hate,muslim
404534,isis,executed,prisoners,204,229,nsubj,NNP,dobj,NNS,11698,execute,prisoner
404553,who,raped,woman,637,651,nsubj,WP,dobj,NN,11698,rape,woman
404601,he,rape,friend,742,776,nsubj,PRP,dobj,NN,11699,rape,friend
404717,government,asks,teenagers,757,775,nsubj,NN,dobj,NNS,11702,ask,teenager
404860,price tags,didn't scare,customers,152,169,nsubj,NNS,dobj,NNS,11704,scare,customer
404992,us airstrike,kills,soldiers,0,36,nsubj,NN,dobj,NNS,11708,kill,soldier
405004,it,killed,soldiers,649,658,nsubj,PRP,dobj,NNS,11708,kill,soldier
405021,that,penalized,women,248,268,nsubj,WDT,dobj,NNS,11709,penalize,woman
405044,threat,can discourage,women,1128,1139,nsubj,NN,dobj,NNS,11709,discourage,woman
405157,han,don't remember,daughter,441,454,nsubj,NNP,dobj,NN,11714,remember,daughter
405158,leia,don't remember,daughter,441,454,conj,NNP,dobj,NN,11714,remember,daughter
405456,he,infuriated,conservatives,1188,1207,nsubj,PRP,dobj,NNS,11722,infuriate,conservative
405686,he,noticed,man,254,288,nsubj,PRP,dobj,NN,11729,notice,man
405789,it,asked,judge,858,861,nsubj,PRP,dobj,NN,11731,ask,judge
405895,animal advocates,would urge,consumers,1729,1737,nsubj,NNS,dobj,NNS,11733,urge,consumer
405928,society,treats,women,1012,1025,nsubj,NN,dobj,NNS,11734,treat,woman
406014,this,doesn't bother,critics,130,141,nsubj,DT,dobj,NNS,11737,bother,critic
406350,who,question,heroes,2583,2587,nsubj,WP,dobj,NNS,11745,question,hero
406373,which,caught,children,495,516,nsubj,WDT,dobj,NNS,11746,catch,child
406388,that,would please,critics,1012,1061,nsubj,WDT,dobj,NNS,11746,please,critic
406420,agents,apprehend,immigrants,2082,2102,nsubj,NNS,dobj,NNS,11746,apprehend,immigrant
406520,shootdown,killed,americans,1525,1530,nsubj,NN,dobj,NNPS,11748,kill,american
406622,that,lead,prosecutors,397,408,nsubj,WDT,dobj,NNS,11751,lead,prosecutor
406623,they,treat,defendants,397,440,nsubj,PRP,dobj,NNS,11751,treat,defendant
406626,who,do charge,police officers,507,516,nsubj,WP,dobj,NNS,11751,charge,police officer
406645,pressure,has led,prosecutors,833,841,nsubj,NN,dobj,NNS,11751,lead,prosecutor
406671,chris christie,had ordered,aides,668,692,nsubj,NNP,dobj,NNS,11752,order,aide
406835,village leader,ordered,girls,1290,1317,nsubj,NN,dobj,NNS,11756,order,girl
406837,wife,ordered,girls,1290,1317,nsubj,NN,dobj,NNS,11756,order,girl
406857,who,blamed,women,1770,1797,nsubj,WP,dobj,NNS,11756,blame,woman
407352,gang member,assaulted,girl,399,410,nsubj,NN,dobj,NN,11775,assault,girl
407389,child molesters,would kill,victims,1575,1616,nsubj,NNS,dobj,NNS,11775,kill,victim
407397,he,murdered,parents,1858,1883,nsubj,PRP,dobj,NNS,11775,murder,parent
407430,that,have befuddled,parents,583,614,nsubj,WDT,dobj,NNS,11776,befuddle,parent
407449,we,should inspire,kids,992,996,nsubj,PRP,dobj,NNS,11776,inspire,kid
407645,viewing patterns,are pushing,hosts,1316,1337,nsubj,NNS,dobj,NNS,11780,push,host
407648,events help,are pushing,hosts,1316,1337,conj,VBP,dobj,NNS,11780,push,host
407651,topics,are pushing,hosts,1316,1337,conj,NNS,dobj,NNS,11780,push,host
407968,defenders,defend,clients,1323,1333,nsubj,NNS,dobj,NNS,11785,defend,client
407979,states,ban,prisoners,1810,1815,nsubj,NNS,dobj,NNS,11785,ban,prisoner
408009,she,married,man,1230,1238,nsubj,PRP,dobj,NN,11786,marry,man
408071,i,don't need,boyfriend,1024,1033,nsubj,PRP,dobj,NN,11788,need,boyfriend
408326,services,compensate,musicians,1773,1810,nsubj,NNS,dobj,NNS,11796,compensate,musician
408534,voters,dislike,women,963,967,nsubj,NNS,dobj,NNS,11802,dislike,woman
408696,that,encourages,consumers,1264,1280,nsubj,WDT,dobj,NNS,11809,encourage,consumer
408726,it,might encourage,women,342,350,nsubj,PRP,dobj,NNS,11810,encourage,woman
408945,which,forced,americans,3357,3379,nsubj,WDT,dobj,NNPS,11812,force,american
408999,we,use,vigilantes,140,158,nsubj,PRP,dobj,NNS,11814,use,vigilante
409297,using,can help,women,600,651,csubj,VBG,dobj,NNS,11824,help,woman
409377,researchers,studied,police officers,1627,1652,nsubj,NNS,dobj,NNS,11826,study,police officer
409381,researchers,interviewed,college students,1719,1732,nsubj,NNS,dobj,NNS,11826,interview,college student
409559,being,killed,son,195,222,nsubj,VBG,dobj,NN,11831,kill,son
409565,that,encourages,girls,0,17,nsubj,WDT,dobj,NNS,11832,encourage,girl
409580,she,encourages,granddaughters,357,393,nsubj,PRP,dobj,NNS,11832,encourage,granddaughter
409584,woman,encourages,granddaughters,476,488,nsubj,NN,dobj,NNS,11832,encourage,granddaughter
409654,gunman,killed,children,1502,1517,nsubj,NN,dobj,NNS,11833,kill,child
409741,security forces,shot,men,1108,1129,nsubj,NNS,dobj,NNS,11835,shoot,man
409906,law,has forced,judge,695,711,nsubj,NN,dobj,NN,11836,force,judge
410185,they,used,rancher,2566,2572,nsubj,PRP,dobj,NN,11843,use,rancher
410222,students,helped,partners,1466,1472,nsubj,NNS,dobj,NNS,11844,help,partner
410313,she,held,child,508,540,nsubj,PRP,dobj,NN,11847,hold,child
410323,who,killed,wife,723,763,nsubj,WP,dobj,NN,11847,kill,wife
410335,who,killed,wife,1031,1045,nsubj,WP,dobj,NN,11847,kill,wife
410345,team,accused,negotiators,1373,1379,nsubj,NN,dobj,NNS,11847,accuse,negotiator
410360,who,killed,wife,1791,1799,nsubj,WP,dobj,NN,11847,kill,wife
410418,everyone,hates,journalists,269,283,nsubj,NN,dobj,NNS,11848,hate,journalist
410422,media companies,to hire,journalists,353,372,nsubj,NNS,dobj,NNS,11848,hire,journalist
410454,designation,blocked,ranchers,487,491,nsubj,NN,dobj,NNS,11849,block,rancher
410508,this,led,mormons,2264,2266,nsubj,DT,dobj,NNP,11849,lead,mormon
411126,i,dated,woman,94,98,nsubj,PRP,dobj,NN,11869,date,woman
411181,celebrity diet,asked,experts,411,425,nsubj,NN,dobj,NNS,11870,ask,expert
411183,i,asked,experts,411,425,nsubj,PRP,dobj,NNS,11870,ask,expert
411227,leadership culture,demands,leader,789,802,nsubj,NN,dobj,NN,11872,demand,leader
411400,they,left,spouses,1260,1279,nsubj,PRP,dobj,NNS,11876,leave,spouse
411605,we,need,women,789,791,nsubj,PRP,dobj,NNS,11880,need,woman
412419,politicians,can’t sue,researchers,892,922,nsubj,NNS,dobj,NNS,11906,sue,researcher
412441,removing,will harm,scientists,1547,1560,csubj,VBG,dobj,NNS,11906,harm,scientist
412600,north,acknowledged,failure,2691,2734,nsubj,NNP,dobj,NN,11908,acknowledge,failure
412734,company,has attracted,customers,1241,1249,nsubj,NN,dobj,NNS,11911,attract,customer
412746,protests,have demoralized,police officers,72,104,nsubj,NNS,dobj,NNS,11912,demoralize,police officer
412807,it,demoralizes,police officers,2870,2884,nsubj,PRP,dobj,NNS,11912,demoralize,police officer
412841,restrictions,harm,women,171,180,nsubj,NNS,dobj,NNS,11914,harm,woman
412886,that,follows,women,1356,1369,nsubj,WDT,dobj,NNS,11914,follow,woman
412904,that,has killed,children,0,25,nsubj,WDT,dobj,NNS,11915,kill,child
413079,mahoney,warned,consumers,917,920,nsubj,NNP,dobj,NNS,11920,warn,consumer
413098,guest,challenged,host,400,406,nsubj,NNP,dobj,NN,11921,challenge,host
413124,everyone,called,friends,1164,1198,nsubj,NN,dobj,NNS,11921,call,friend
413494,it,had arrested,men,0,12,nsubj,PRP,dobj,NNS,11933,arrest,man
413497,he,'d been visiting,grandmother,147,174,nsubj,PRP,dobj,NN,11933,visit,grandmother
413507,he,'d been visiting,grandmother,460,487,nsubj,PRP,dobj,NN,11933,visit,grandmother
413764,allegations,have forced,americans,338,342,nsubj,NNS,dobj,NNPS,11942,force,american
413829,you,raped,women,1941,1946,nsubj,PRP,dobj,NNS,11942,rape,woman
413845,he,attacked,plaintiff,2209,2254,nsubj,PRP,dobj,NN,11942,attack,plaintiff
413868,camille cosby,has backed,husband,2870,2888,nsubj,NNP,dobj,NN,11942,back,husband
413869,who,have accused,comedian,2870,2897,nsubj,WP,dobj,NN,11942,accuse,comedian
413946,enforcement officials,to catch,actors,634,652,nsubj,NNS,dobj,NNS,11945,catch,actor
414062,majority,teach,students,177,190,nsubj,NN,dobj,NNS,11951,teach,student
414063,they,teach,students,229,247,nsubj,PRP,dobj,NNS,11951,teach,student
414066,states,don't teach,students,261,266,nsubj,NNS,dobj,NNS,11951,teach,student
414194,that,killed,soldiers,166,199,nsubj,WDT,dobj,NNS,11954,kill,soldier
414351,society,treats,women,70,111,nsubj,NN,dobj,NNS,11960,treat,woman
414368,role,led,voters,112,147,nsubj,NN,dobj,NNS,11961,lead,voter
414398,globes,love,star,1009,1014,nsubj,NNPS,dobj,NN,11961,love,star
414560,she,thanked,stars,260,266,nsubj,PRP,dobj,NNS,11971,thank,star
414606,i,helped,survivors,116,119,nsubj,PRP,dobj,NNS,11974,help,survivor
414661,they,asked,mother,1390,1393,nsubj,PRP,dobj,NN,11974,ask,mother
414679,i,could fix,patients,1700,1708,nsubj,PRP,dobj,NNS,11974,fix,patient
414743,they,could save,person,3194,3213,nsubj,PRP,dobj,NN,11974,save,person
414915,'s,is attracting,workers,92,99,csubj,VBZ,dobj,NNS,11977,attract,worker
415054,gang members,killed,son,965,985,nsubj,NNS,dobj,NN,11981,kill,son
415106,marian,remember,daughter,354,360,nsubj,NNP,dobj,NN,11983,remember,daughter
415110,i,could fix,patients,445,453,nsubj,PRP,dobj,NNS,11983,fix,patient
415310,credits,call,girlfriend,1774,1785,nsubj,NNS,dobj,NN,11986,call,girlfriend
415371,i,could fix,patients,136,144,nsubj,PRP,dobj,NNS,11987,fix,patient
415507,who,visited,children,1070,1116,nsubj,WP,dobj,NNS,11988,visit,child
415552,that,supported,artists,2311,2328,nsubj,WDT,dobj,NNS,11988,support,artist
415570,yale masters,assault,students,4,26,nsubj,NNP,dobj,NNS,11989,assault,student
415643,they,needed,champion,2435,2438,nsubj,PRP,dobj,NN,11989,need,champion
415819,who,’s used,celebrity,3247,3282,nsubj,WP,dobj,NN,11991,use,celebrity
416118,group houses,challenge,wife,3029,3033,nsubj,NNS,dobj,NN,11995,challenge,wife
416161,we,visited,father,748,755,nsubj,PRP,dobj,NN,11997,visit,father
416168,i,'d admired,sister,832,854,nsubj,PRP,dobj,NN,11997,admire,sister
416202,i,visited,mother,1278,1288,nsubj,PRP,dobj,NN,11997,visit,mother
416210,i,would have found,ground,1416,1425,nsubj,PRP,dobj,NN,11997,find,grind
416244,i,loved,sister,2112,2154,nsubj,PRP,dobj,NN,11997,love,sister
416245,i,didn't trust,addict,2112,2161,nsubj,PRP,dobj,NN,11997,trust,addict
416269,mother,never left,methodist,3063,3067,nsubj,NN,dobj,NNP,11997,leave,methodist
416298,i,called,friend,3673,3676,nsubj,PRP,dobj,NN,11997,call,friend
416325,i,'d convinced,father,4100,4106,nsubj,PRP,dobj,NN,11997,convince,father
416427,people,love,parents,3294,3306,nsubj,NNS,dobj,NNS,11998,love,parent
416436,she,fears,god,3909,3911,nsubj,PRP,dobj,NNP,11998,fear,god
416526,brendan,helped,father,6957,6960,nsubj,NNP,dobj,NN,11998,help,father
416528,page,betrays,parent,7013,7017,nsubj,NN,dobj,NN,11998,betray,parent
416545,most dangerous,will enthrall,adults,7494,7516,nsubj,JJ,dobj,NNS,11998,enthrall,adult
416601,lautenberg amendment,admitted,jews,500,504,nsubj,NNP,dobj,NNPS,11999,admit,jew
416883,north koreans,would punish,relatives,945,964,nsubj,NNPS,dobj,NNS,12002,punish,relative
416916,liberty counsel,defended,woman,241,254,nsubj,NNP,dobj,NN,12003,defend,woman
416956,reputation,led,conservatives,1209,1218,nsubj,NN,dobj,NNS,12003,lead,conservative
416961,who,abducted,child,1293,1303,nsubj,WP,dobj,NN,12003,abduct,child
416986,she,abducted,child,1922,1937,nsubj,PRP,dobj,NN,12003,abduct,child
416988,she,abducted,child,1922,1962,nsubj,PRP,dobj,NN,12003,abduct,child
417038,they,allow,boys,3084,3118,nsubj,PRP,dobj,NNS,12003,allow,boy
417359,study,followed,women,295,302,nsubj,NN,dobj,NNS,12006,follow,woman
